"score","coverage","variants","original_variants","format","original_build","action"
"PGS000322","1","7148","7168","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000323","1","8212","8235","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000324","0.97","134","138","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS000325","0.86","18","21","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS000326","0.92","11","12","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS000327","1","35087","35087","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000328","0.89","51","57","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS000329","1","6423165","6423165","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000330","1","6437380","6437380","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000331","1","6183494","6183494","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000332","1","6390808","6390808","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000333","1","6606785","6606785","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000335","1","1078706","1079089","PGS-Catalog v2 (COORDINATES)","hg38","LIFT_OVER"
"PGS000336","0.82","258","313","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS000338","0.79","77","97","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS000339","1","22","22","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000340","1","28","28","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000344","1","287","287","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000345","1","229","229","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000346","1","287","287","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000347","1","287","287","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000348","1","72","72","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000349","1","70","70","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000351","1","30","30","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000352","1","22","22","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000353","1","14","14","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000354","1","1118667","1118667","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000355","1","15","15","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000356","1","179","179","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000357","1","45","45","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000358","1","1119238","1119238","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000359","1","931954","931954","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000360","1","25920","25920","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000361","1","87893","87893","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000362","1","53","53","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000363","1","1081646","1081646","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000364","1","2001","2001","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000365","1","1070434","1070434","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000366","1","1119238","1119238","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000367","1","74","74","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000368","1","74","74","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000369","1","81","81","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000370","1","87","87","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000371","1","18","18","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000372","1","27","27","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000373","1","1119238","1119238","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000374","1","41","41","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000375","1","370","370","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000376","1","1111490","1111490","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000377","1","5740814","5740814","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000378","1","1111399","1111399","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000379","1","5715093","5715093","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000380","1","1119238","1119238","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000381","1","12","12","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000382","1","150","150","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000383","1","1078799","1078799","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000384","1","1104018","1104018","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000385","1","17","17","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000386","1","10","10","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000387","1","879334","879334","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000388","1","1109069","1109069","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000389","1","21","21","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000390","1","21","21","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000391","1","14","14","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000392","1","19","19","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000393","1","1110438","1110438","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000394","1","1110438","1110438","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000395","1","1119238","1119238","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000396","1","75","75","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000397","1","46920","46920","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000398","1","1103220","1103220","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000399","1","6","6","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000400","1","95","95","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000401","1","1111490","1111490","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000402","1","389","389","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000403","1","16316","16316","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000404","1","80","80","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000405","1","1119238","1119238","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000406","1","292","292","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000407","1","3166","3166","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000408","1","10","10","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000409","1","1111490","1111490","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000410","1","7","7","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000411","1","185","185","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000412","1","16","16","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000413","1","1111490","1111490","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000414","1","21","21","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000415","1","505","505","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000416","1","9","9","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000417","1","1109519","1109519","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000418","1","9","9","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000419","1","436","436","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000420","1","147","147","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000421","1","18","18","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000422","1","18","18","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000423","1","29","29","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000424","1","27","27","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000425","1","20","20","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000426","1","20","20","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000427","1","20","20","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000428","1","20","20","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000429","1","12","12","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000430","1","1119238","1119238","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000431","1","15","15","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000432","1","296","296","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000433","1","108","108","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000434","1","1111490","1111490","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000435","1","446","446","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000436","1","16626","16626","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000437","1","63","63","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000438","1","1111490","1111490","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000439","1","467","467","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000440","1","2111","2111","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000441","1","77","77","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000442","1","1119238","1119238","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000443","1","177","177","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000444","1","7231","7231","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000445","1","19","19","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000446","1","1111490","1111490","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000447","1","72","72","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000448","1","183","183","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000449","1","1073162","1073162","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000450","1","8","8","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000451","1","2231","2231","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000452","1","28","28","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000453","1","28","28","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000454","1","27","27","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000455","1","28","28","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000456","1","30","30","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000457","1","30","30","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000458","1","23","23","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000459","1","24","24","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000460","1","4279140","4279140","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000461","1","13","13","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000462","1","13","13","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000463","1","7","7","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000464","1","14","14","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000465","1","10","10","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000466","1","10","10","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000467","1","6","6","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000468","1","9","9","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000469","1","1119238","1119238","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000470","1","5","5","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000471","1","7","7","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000472","1","22","22","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000473","1","1111495","1111495","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000474","1","68","68","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000475","1","30041","30041","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000476","1","32","32","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000477","1","1111495","1111495","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000478","1","120","120","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000479","1","2267","2267","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000480","1","20","20","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000481","1","1111495","1111495","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000482","1","42","42","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000483","1","4047","4047","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000484","1","25","25","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000485","1","62","62","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000486","1","86","86","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000487","1","62","62","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000488","1","79","79","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000489","1","49","49","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000490","1","49","49","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000491","1","1119140","1119140","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000492","1","1120410","1120410","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000493","1","217","217","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000494","1","49","49","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000495","1","18866","18866","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000496","1","41744","41744","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000497","1","257","257","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000498","1","257","257","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000499","1","1119140","1119140","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000500","1","1120410","1120410","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000501","1","1142","1142","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000502","1","747","747","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000503","1","61635","61635","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000504","1","148560","148560","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000505","1","334","334","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000506","1","334","334","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000507","1","1119140","1119140","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000508","1","1120410","1120410","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000509","1","3038","3038","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000510","1","1682","1682","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000511","1","118388","118388","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000512","1","286144","286144","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000513","1","41","41","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000514","1","1119237","1119237","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000515","1","84","84","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000516","1","6977","6977","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000517","1","10","10","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000518","1","10","10","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000519","1","1115376","1115376","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000520","1","1116435","1116435","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000521","1","9","9","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000522","1","14","14","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000523","1","270","270","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000524","1","2708","2708","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000525","1","86","86","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000526","1","86","86","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000527","1","1115436","1115436","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000528","1","1116495","1116495","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000529","1","310","310","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000530","1","174","174","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000531","1","98026","98026","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000532","1","12277","12277","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000533","1","110","110","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000534","1","110","110","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000535","1","1115484","1115484","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000536","1","1116546","1116546","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000537","1","363","363","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000538","1","85","85","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000539","1","18356","18356","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000540","1","7118","7118","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000541","1","18","18","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000542","1","20","20","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000543","1","8","8","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000544","1","21","21","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000545","1","21","21","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000546","1","1115189","1115189","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000547","1","6","6","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000548","1","1441","1441","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000549","1","16","16","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000550","1","1115189","1115189","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000551","1","12","12","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000552","1","41269","41269","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000553","1","10","10","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000554","1","1115189","1115189","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000555","1","15","15","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000556","1","486841","486841","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000557","1","1115187","1115187","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000558","1","1098236","1098236","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000559","1","21","21","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000560","1","21","21","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000561","1","1114056","1114056","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000562","1","1115189","1115189","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000563","1","12","12","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000564","1","110710","110710","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000565","1","21","21","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000566","1","1111494","1111494","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000567","1","78","78","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000568","1","1401","1401","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000569","1","49","49","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000570","1","1111493","1111493","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000571","1","100","100","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000572","1","1809","1809","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000573","1","31","31","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000574","1","1111493","1111493","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000575","1","47","47","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000576","1","905","905","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000577","1","117","117","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000578","1","117","117","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000579","1","122","122","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000580","1","118","118","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000581","1","377","377","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000582","1","377","377","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000583","1","1119311","1119311","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000584","1","1120596","1120596","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000585","1","1301","1301","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000586","1","1023","1023","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000587","1","26418","26418","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000588","1","178259","178259","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000589","1","42","42","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000590","1","1119236","1119236","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000591","1","80","80","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000592","1","1334","1334","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000593","1","45","45","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000594","1","97","97","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000595","1","9","9","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000596","1","5","5","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000597","1","771","771","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000598","1","6","6","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000599","1","31","31","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000600","1","250","250","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000601","1","40","40","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000602","1","40","40","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000603","1","22","22","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000604","1","44","44","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000605","1","12","12","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000606","1","12","12","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000607","1","1095241","1095241","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000608","1","1097063","1097063","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000609","1","1130","1130","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000610","1","13","13","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000611","1","13","13","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000612","1","13","13","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000613","1","15","15","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000614","1","1119238","1119238","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS000615","1","106","106","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
